gene,chrom,pstart,pend,strand,mean5mC,n_cpg
Pttg1ip,NC_086038.1,11045395,11049395,-,0.268775625942685,105
Itgb2,NC_086038.1,11095242,11099242,-,0.782500408830744,56
Slx9,NC_086038.1,11112214,11116214,+,0.195399769633508,113
Adarb1,NC_086038.1,11220171,11224171,+,0.29818933545077,210
Pofut2,NC_086038.1,11376252,11380252,-,0.312972278998467,140
Col18a1,NC_086038.1,11471645,11475645,+,0.243375739041794,121
Slc19a1,NC_086038.1,11599959,11603959,-,0.247127988994497,130
Pcbp3,NC_086038.1,11633579,11637579,+,0.769230109070034,77
Col6a1,NC_086038.1,11903690,11907690,+,0.805678189028421,66
Col6a2,NC_086038.1,12019182,12023182,+,0.455896167751265,71
Ftcd,NC_086038.1,12066219,12070219,-,0.881120435120435,52
Spatc1l,NC_086038.1,12080866,12084866,-,0.796676535869996,83
Lss,NC_086038.1,12116230,12120230,-,0.205691149032992,103
Mcm3ap,NC_086038.1,12162651,12166651,-,0.370094186046512,115
Ybey,NC_086038.1,12162678,12166678,+,0.374088497033619,116
C20h21orf58,NC_086038.1,12185271,12189271,-,0.727667961165049,53
Pcnt,NC_086038.1,12187767,12191767,+,0.724168001820665,59
Dip2a,NC_086038.1,12282037,12286037,+,0.271361218354431,168
S100b,NC_086038.1,12379159,12383159,-,0.814683184625944,70
Prmt2,NC_086038.1,12389388,12393388,+,0.860290140845071,66
Slc5a4,NC_086038.1,12516186,12520186,-,0.909345037620924,74
Slc5a4b,NC_086038.1,12556993,12560993,+,0.903542438713786,66
Zfp280b,NC_086038.1,12639383,12643383,-,0.341019443671766,132
Rpl13l1,NC_086038.1,12644234,12648234,+,0.860559266055046,68
Slc5a1l1,NC_086038.1,12711293,12715293,-,0.568419782214156,97
Vpreb3,NC_086038.1,12718108,12722108,-,0.623121466731423,79
C20h22orf15,NC_086038.1,12718651,12722651,+,0.63239175360159,78
Chchd10,NC_086038.1,12728295,12732295,-,0.279491071428571,111
Mmp11,NC_086038.1,12728284,12732284,+,0.27967035639413,110
Smarcb1,NC_086038.1,12738105,12742105,+,0.242851160443996,121
Derl3,NC_086038.1,12764478,12768478,-,0.323927396329028,110
Mif,NC_086038.1,12765138,12769138,+,0.328127997343076,112
Gstt2,NC_086038.1,12817053,12821053,+,0.170125081788441,117
Rps28,NC_086038.1,12822994,12826994,+,0.811726646090536,47
Gstt4,NC_086038.1,12832613,12836613,+,0.83,10
Gstt1,NC_086038.1,12854068,12858068,+,0.49850575202386,80
Gstt3,NC_086038.1,12871618,12875618,+,0.5393189941145,83
Ddt,NC_086038.1,12881025,12885025,+,0.322629816513761,95
Cabin1,NC_086038.1,12890750,12894750,+,0.301828635923895,93
Susd2,NC_086038.1,13014960,13018960,+,0.813550176856999,76
Ggt5,NC_086038.1,13068960,13072960,-,0.605858713355049,56
Ggt1,NC_086038.1,13101551,13105551,-,0.821636607421266,71
Lrrc75b,NC_086038.1,13097741,13101741,+,0.296005957894737,129
Snrpd3,NC_086038.1,13143100,13147100,-,0.143436802596876,141
Gucd1,NC_086038.1,13143055,13147055,+,0.155376703517588,142
Upb1,NC_086038.1,13241016,13245016,-,0.8868875,71
Adora2a,NC_086038.1,13330802,13334802,-,0.419614373947221,152
Specc1l,NC_086038.1,13441080,13445080,-,0.190403337306317,115
Bcr,NC_086038.1,13594333,13598333,-,0.0990282952133929,251
Rab36,NC_086038.1,13622208,13626208,-,0.437992864173228,87
Rsph14,NC_086038.1,13624707,13628707,+,0.707568486486487,78
Gnaz,NC_086038.1,13691616,13695616,-,0.18548,163
Pcdh15,NC_086038.1,15493206,15497206,-,0.940216162361623,189
Zwint,NC_086038.1,15951701,15955701,-,0.227103714600956,102
Jpt2l1,NC_086038.1,16622551,16626551,+,0.834514594594594,58
Ipmk,NC_086038.1,17248826,17252826,-,0.296093553940321,139
Cisd1,NC_086038.1,17252462,17256462,+,0.258379969034256,122
Ube2d1,NC_086038.1,17306459,17310459,+,0.301757844146928,159
Tfam,NC_086038.1,17353373,17357373,+,0.194500554994955,99
Bicc1,NC_086038.1,17446745,17450745,+,0.312403491316933,198
Phyhipl,NC_086038.1,18021831,18025831,+,0.15675812478276,217
Fam13c,NC_086038.1,18184888,18188888,-,0.354665433333334,103
Slc16a9,NC_086038.1,18374195,18378195,-,0.506498465171192,137
Mrln,NC_086038.1,18420874,18424874,-,0.709024063842849,67
Ccdc6,NC_086038.1,18525227,18529227,-,0.12478846370287,223
Ank3,NC_086038.1,19222790,19226790,-,0.323291709695926,168
Cdk1,NC_086038.1,19263252,19267252,+,0.147438699690402,81
Rhobtb1,NC_086038.1,19453182,19457182,-,0.775480656303972,70
Tmem26,NC_086038.1,19870978,19874978,-,0.790179574468085,67
Eno1,NC_086038.1,19904629,19908629,+,0.854383410138249,59
Cabcoco1,NC_086038.1,20055462,20059462,+,0.666129755784062,88
Arid5b,NC_086038.1,20303693,20307693,+,0.0771734731084777,123
Rtkn2,NC_086038.1,20606863,20610863,-,0.333560248976808,113
Zfp365,NC_086038.1,20663122,20667122,+,0.427851734293193,129
LOC108349059,NC_086038.1,21028692,21032692,-,0.861926980093181,72
Ado,NC_086038.1,21041694,21045694,+,0.162621894254191,209
Egr2,NC_086038.1,21053201,21057201,-,0.10137205057724,263
Nrbf2,NC_086038.1,21305389,21309389,+,0.204515827007132,119
Jmjd1c,NC_086038.1,21506580,21510580,-,0.875157362090419,70
Reep3,NC_086038.1,21490695,21494695,+,0.0742907680945348,206
Ctnna3,NC_086038.1,25196699,25200699,-,0.165008532331634,96
Lrrtm3,NC_086038.1,24512304,24516304,+,0.640012306404353,59
Dnajc12,NC_086038.1,25264238,25268238,-,0.257952601156069,57
Sirt1,NC_086038.1,25303953,25307953,+,0.121865855263158,219
Herc4,NC_086038.1,25401443,25405443,-,0.215704531902206,116
Mypn,NC_086038.1,25433554,25437554,+,0.855423025435074,32
Atoh7,NC_086038.1,25527977,25531977,-,0.378083437139561,125
Pbld1,NC_086038.1,25563390,25567390,-,0.808141375968992,32
Rufy2,NC_086038.1,25655937,25659937,-,0.243945564516129,115
Pbld2,NC_086038.1,25595862,25599862,-,0.837908933717579,41
Hnrnph3,NC_086038.1,25617540,25621540,+,0.863751928020565,23
Slc25a16,NC_086038.1,25715080,25719080,-,0.400162098668755,44
Dna2,NC_086038.1,25687285,25691285,-,0.197422594246032,98
Tet1,NC_086038.1,25764806,25768806,+,0.820177951524629,34
Rwdd1,NC_086038.1,26508282,26512282,-,0.0909133596837945,123
Calhm4,NC_086038.1,26534305,26538305,-,0.767443810952738,28
Trappc3l,NC_086038.1,26534078,26538078,+,0.767443810952738,28
Calhm5,NC_086038.1,26613478,26617478,-,0.690983690987125,36
Calhm6,NC_086038.1,26638466,26642466,-,0.88455624024961,68
Dse,NC_086038.1,26738011,26742011,-,0.196142107831178,125
Gcc2,NC_086038.1,26786472,26790472,+,0.555236489151874,23
Lims1,NC_086038.1,26849364,26853364,+,0.13814662859653,95
Ranbp2,NC_086038.1,26982520,26986520,+,0.220946979062812,123
Ccdc138,NC_086038.1,27035256,27039256,+,0.194321237058668,62
Edar,NC_086038.1,27207672,27211672,-,0.481831657541065,61
Sh3rf3,NC_086038.1,27304937,27308937,+,0.175485413037499,201
Septin10,NC_086038.1,27735817,27739817,-,0.0976383438053812,201
Sowahc,NC_086038.1,27736247,27740247,+,0.0850585695876291,201
P4ha1,NC_086038.1,27782696,27786696,+,0.828555518763797,47
Pla2g12b,NC_086038.1,27908620,27912620,+,0.839897862531433,56
Oit3,NC_086038.1,27951683,27955683,-,0.891334686567164,41
Mcu,NC_086038.1,28121103,28125103,-,0.165213484302625,136
Micu1,NC_086038.1,28209774,28213774,+,0.187394605719237,82
Dnajb12,NC_086038.1,28369180,28373180,+,0.19880448627727,144
Ddit4,NC_086038.1,28435037,28439037,-,0.192389217425587,168
Anapc16,NC_086038.1,28482601,28486601,-,0.316675279931094,101
Ascc1,NC_086038.1,28482044,28486044,+,0.282832611962729,97
Cox5bl1,NC_086038.1,28501481,28505481,-,0.90594080839487,61
Spock2,NC_086038.1,28578262,28582262,+,0.293667787839586,161
Chst3,NC_086038.1,28692976,28696976,-,0.364342822167817,135
Psap,NC_086038.1,28754951,28758951,+,0.306005052430887,104
Cdh23,NC_086038.1,29163624,29167624,-,0.310678898527335,211
Vsir,NC_086038.1,28822493,28826493,+,0.500681557377049,57
C20h10orf105,NC_086038.1,28874519,28878519,+,0.789212900505902,38
Slc29a3,NC_086038.1,29226299,29230299,-,0.413682681867535,71
Unc5b,NC_086038.1,29305270,29309270,-,0.133910005157298,177
Rpl39l4,NC_086038.1,29507563,29511563,+,0.836314152966405,73
Pcbd1,NC_086038.1,29571362,29575362,+,0.570714783226724,50
Sgpl1,NC_086038.1,29635064,29639064,-,0.155959247086943,118
Tbata,NC_086038.1,29658904,29662904,+,0.811043399482312,46
Adamts14,NC_086038.1,29760685,29764685,-,0.365972439162422,129
Prf1,NC_086038.1,29787040,29791040,+,0.885223672883788,84
Pald1,NC_086038.1,29875733,29879733,-,0.163345380296069,132
Nodal,NC_086038.1,29909258,29913258,+,0.91884822725331,141
Eif4ebp2,NC_086038.1,29940922,29944922,-,0.113404800480048,123
Lrrc20,NC_086038.1,29963673,29967673,+,0.21892907379891,112
Npffr1,NC_086038.1,30080604,30084604,+,0.55168175787728,83
Ppa1,NC_086038.1,30130088,30134088,+,0.246250966800438,105
Sar1a,NC_086038.1,30164310,30168310,+,0.191908159268929,110
Tysnd1,NC_086038.1,30178878,30182878,+,0.105091598763698,174
Aifm2,NC_086038.1,30193781,30197781,+,0.242268439971244,71
Macroh2a2,NC_086038.1,30268652,30272652,-,0.22481785971223,159
LOC108353239,NC_086038.1,30255563,30259563,+,0.878657949790795,48
Col13a1,NC_086038.1,30464800,30468800,-,0.259918237329534,177
Fam241b,NC_086038.1,30596007,30600007,-,0.38845849112426,98
Neurog3,NC_086038.1,30620533,30624533,+,0.440899189330544,141
Tspan15,NC_086038.1,30715651,30719651,-,0.211654638888889,106
Tacr2,NC_086038.1,30749645,30753645,+,0.849366011235956,94
Hk1,NC_086038.1,30872814,30876814,-,0.792990781671159,59
Hkdc1,NC_086038.1,30915044,30919044,-,0.81831773255814,41
Supv3l1,NC_086038.1,30939779,30943779,-,0.237914018495166,112
Vps26a,NC_086038.1,30974964,30978964,-,0.127027823545044,132
Srgn,NC_086038.1,31020296,31024296,-,0.8467031411158,60
Kifbp,NC_086038.1,31073232,31077232,-,0.222523176661264,128
Ddx21,NC_086038.1,31095238,31099238,-,0.130459770114943,87
Ddx50,NC_086038.1,31131652,31135652,-,0.156434991423671,131
Stox1,NC_086038.1,31207126,31211126,-,0.261924168514413,136
Ccar1,NC_086038.1,31269233,31273233,-,0.266431667839549,152
Rsph4a,NC_086038.1,31305102,31309102,+,0.578662176724138,52
Zup1,NC_086038.1,31356088,31360088,-,0.35113805341459,108
Kpna5,NC_086038.1,31363647,31367647,+,0.290603146119785,86
LOC134483923,NC_086038.1,31926028,31930028,-,0.825321811460259,35
Gprc6a,NC_086038.1,31484121,31488121,-,0.832287464224384,41
Rfx6,NC_086038.1,31560490,31564490,+,0.405793209054594,100
Vgll2,NC_086038.1,31950214,31954214,+,0.478628756548111,136
Ros1,NC_086038.1,32124675,32128675,-,0.833248268513586,57
LOC100911055,NC_086038.1,32046391,32050391,+,0.901505258764607,85
Dcbld1,NC_086038.1,32159241,32163241,+,0.283758765032378,156
Gopc,NC_086038.1,32317635,32321635,-,0.139531440245148,122
Nepn,NC_086038.1,32327314,32331314,+,0.767271437461108,39
Nus1,NC_086038.1,32352519,32356519,+,0.179865715162676,130
Slc35f1,NC_086038.1,32571091,32575091,+,0.32925433702713,135
Cep85l,NC_086038.1,33280182,33284182,-,0.588955283582089,89
Pln,NC_086038.1,33164512,33168512,+,0.841761868131868,24
Mcm9,NC_086038.1,33470243,33474243,-,0.261781529282844,162
Asf1a,NC_086038.1,33434632,33438632,+,0.084819477487493,208
Mcm9l,NC_086038.1,33435387,33439387,-,0.102448630287092,212
Fam184a,NC_086038.1,33597296,33601296,-,0.182311800208117,158
Man1a1,NC_086038.1,33926584,33930584,-,0.140037053948926,161
Cd46l1,NC_086038.1,34537997,34541997,-,0.777675011116052,32
Tatdn1,NC_086038.1,34996336,35000336,+,0.767377123552124,25
Tbc1d32,NC_086038.1,36131161,36135161,-,0.239294781501909,80
Msl3l2,NC_086038.1,36009381,36013381,+,0.794050978970268,34
Gja1,NC_086038.1,36300490,36304490,+,0.130173142370959,117
Hsf2,NC_086038.1,37364301,37368301,+,0.139003397398564,142
Serinc1,NC_086038.1,37413433,37417433,-,0.181663770700637,108
Pkib,NC_086038.1,37509564,37513564,+,0.642137089991589,77
Fabp7,NC_086038.1,37665125,37669125,+,0.906146871444823,43
Smpdl3a,NC_086038.1,37677004,37681004,+,0.521606275622832,60
LOC134483945,NC_086038.1,37974724,37978724,-,0.771443331680714,69
LOC134483938,NC_086038.1,38268290,38272290,-,0.650387801299518,65
LOC134483839,NC_086038.1,38275137,38279137,-,0.673717093256176,65
LOC134483948,NC_086038.1,39186434,39190434,-,0.727320988654781,75
LOC134483947,NC_086038.1,39460146,39464146,-,0.80541658456486,73
Tspyl1,NC_086038.1,39635035,39639035,+,0.163400659809819,146
Tspyl4,NC_086038.1,39651788,39655788,+,0.502281566951567,87
Nt5dc1,NC_086038.1,39761647,39765647,-,0.309917868504772,87
Col10a1,NC_086038.1,39735536,39739536,+,0.760663777490298,18
Frk,NC_086038.1,39818441,39822441,+,0.476597429136453,47
Hs3st5,NC_086038.1,41659785,41663785,+,0.261838091922006,162
Hdac2,NC_086038.1,42099815,42103815,+,0.227001024151636,182
Marcks,NC_086038.1,42243882,42247882,-,0.0397768438003221,209
LOC134483819,NC_086038.1,42354447,42358447,+,0.822018817934783,38
LOC134483817,NC_086038.1,42368186,42372186,-,0.899591033716191,66
Rfpl4b,NC_086038.1,43811084,43815084,-,0.695823542600897,27
Lama4,NC_086038.1,43944898,43948898,+,0.709706305970149,80
Fam229b,NC_086038.1,44104871,44108871,-,0.3827166454892,123
Tube1,NC_086038.1,44103405,44107405,+,0.455412994350283,127
Ccn6,NC_086038.1,44137745,44141745,-,0.845276446280992,67
Fyn,NC_086038.1,44320635,44324635,+,0.188328366666666,160
Traf3ip2,NC_086038.1,44563992,44567992,+,0.341639770491803,82
Rev3l,NC_086038.1,44684482,44688482,+,0.0657143308479717,262
Mfsd4b1,NC_086038.1,44886435,44890435,-,0.409791771240486,115
Mfsd4b2,NC_086038.1,44905624,44909624,-,0.639268549980245,90
Mfsd4b2l2,NC_086038.1,44946921,44950921,-,0.475211903648269,112
Naglt1,NC_086038.1,44976400,44980400,-,0.798485150121721,78
Mfsd4b2l1,NC_086038.1,45002590,45006590,-,0.611675356842989,106
Slc16a10,NC_086038.1,45120392,45124392,-,0.248538665009764,131
Rpf2,NC_086038.1,45203983,45207983,-,0.40652722323049,109
Gtf3c6,NC_086038.1,45220888,45224888,-,0.0959580919931856,101
Amd1,NC_086038.1,45322939,45326939,-,0.123653106736389,187
Cdk19,NC_086038.1,45322911,45326911,+,0.118655925123762,186
Slc22a16,NC_086038.1,45525275,45529275,+,0.775269136408243,64
Ddo,NC_086038.1,45671486,45675486,+,0.518067098133655,68
Mettl24,NC_086038.1,45722506,45726506,+,0.470236554501007,107
Cdc40,NC_086038.1,45906239,45910239,-,0.112735454801464,229
Wasf1,NC_086038.1,45906458,45910458,+,0.105756772551607,228
Gpr6,NC_086038.1,46073251,46077251,-,0.891965019762845,157
Fig4,NC_086038.1,46304686,46308686,-,0.33175786598689,109
Ak9,NC_086038.1,46305100,46309100,+,0.320833758193736,109
Zbtb24,NC_086038.1,46523982,46527982,+,0.909127028081123,72
Mical1,NC_086038.1,46545983,46549983,+,0.868491030026606,58
Smpd2,NC_086038.1,46569741,46573741,-,0.278005559921415,138
Ppil6,NC_086038.1,46569937,46573937,+,0.267659852413243,136
Cd164,NC_086038.1,46604439,46608439,+,0.0750815804274465,201
Ccdc162,NC_086038.1,46818216,46822216,-,0.903542796092796,66
Cep57l1,NC_086038.1,46874911,46878911,-,0.102799909556828,156
Sesn1,NC_086038.1,46874918,46878918,+,0.102799909556828,156
Armc2,NC_086038.1,47081888,47085888,-,0.382714857024451,106
Foxo3,NC_086038.1,47346254,47350254,-,0.075882964991199,261
Afg1l,NC_086038.1,47548307,47552307,-,0.369432860998651,90
Snx3,NC_086038.1,47572051,47576051,+,0.204040969044415,148
Nr2e1,NC_086038.1,47651464,47655464,-,0.2238725759929,230
Ostm1,NC_086038.1,47651696,47655696,+,0.248849266797986,236
Sec63,NC_086038.1,47825291,47829291,+,0.110112480587322,181
Scml4,NC_086038.1,47927539,47931539,+,0.791343813801551,79
Sobp,NC_086038.1,48241607,48245607,-,0.143069240728752,241
9030612E09Rikl,NC_086038.1,48241688,48245688,+,0.142445296914328,239
Pdss2,NC_086038.1,48289788,48293788,+,0.315082766675318,93
Bend3,NC_086038.1,48560383,48564383,+,0.0771242799512151,300
Mtres1,NC_086038.1,48620364,48624364,-,0.330118607856651,100
Cd24,NC_086038.1,48653549,48657549,+,0.24185167198557,201
LOC120098891,NC_086038.1,48811811,48815811,-,0.853051613749672,85
Qrsl1,NC_086038.1,48962812,48966812,-,0.331505520669807,106
Rtn4ip1,NC_086038.1,48962903,48966903,+,0.334208525104603,106
Crybg1,NC_086038.1,49202040,49206040,-,0.849993453237411,107
Atg5,NC_086038.1,49378835,49382835,+,0.252471681624941,126
Prdm1,NC_086038.1,49562088,49566088,-,0.235000128068303,143
Prep,NC_086038.1,50136588,50140588,+,0.25793211323992,152
Popdc3,NC_086038.1,50352775,50356775,+,0.316651012145749,128
Bves,NC_086038.1,50399611,50403611,+,0.2564458721887,172
Lin28b,NC_086038.1,50545135,50549135,-,0.118536706473916,247
Hace1,NC_086038.1,50616004,50620004,+,0.207326890034364,117
Grik2,NC_086038.1,54413283,54417283,-,0.847041952662722,84
Ascc3,NC_086038.1,55087430,55091430,+,0.741560748792271,16
Sim1,NC_086038.1,55407814,55411814,+,0.306250209380235,184
LOC103694460,NC_086038.1,55998450,56002450,-,0.273529689542484,211
Cd99,NC_086038.1,56003140,56007140,-,0.239560659340659,243
Dhrsxl1,NC_086038.1,56003777,56007777,+,0.251397273507943,253
LOC134484002,NC_086039.1,2595558,2599558,-,0.69974581239531,27
LOC120099294,NC_086039.1,2691591,2695591,-,0.695179110962567,32
Ssx1l1,NC_086039.1,3035473,3039473,+,0.528977117384844,16
Ssx2,NC_086039.1,3249831,3253831,+,0.827934413965087,20
LOC134484162,NC_086039.1,3435731,3439731,-,0.853118274978651,38
Zfp300,NC_086039.1,3450993,3454993,+,0.239443460207612,48
Spaca5,NC_086039.1,3473552,3477552,-,0.729596768707483,13
Zfp182,NC_086039.1,3478991,3482991,+,0.827087182587666,58
Znf81L,NC_086039.1,3677905,3681905,-,0.42170836991513,72
Uxt,NC_086039.1,3677630,3681630,+,0.392352728926622,69
Elk1,NC_086039.1,3690367,3694367,+,0.214940054995417,61
Cfp,NC_086039.1,3713551,3717551,+,0.765337184115524,21
Syn1,NC_086039.1,3723745,3727745,+,0.167324143739472,102
LOC102555453,NC_086039.1,3748827,3752827,-,0.805098507462686,30
Timp1,NC_086039.1,3770578,3774578,-,0.183835707410972,29
Araf,NC_086039.1,3843919,3847919,-,0.182609881175735,49
Ptmal1,NC_086039.1,3888512,3892512,-,0.669020530973451,14
LOC100911510,NC_086039.1,3942879,3946879,-,0.860993602693603,44
LOC103690796,NC_086039.1,3937713,3941713,+,0.832330453378956,25
Usp11,NC_086039.1,4041036,4045036,-,0.400784582956941,74
Cdk16,NC_086039.1,4055825,4059825,-,0.423748801074238,112
Uba1,NC_086039.1,4082192,4086192,-,0.198151737668161,82
Rbm10,NC_086039.1,4124060,4128060,-,0.410406615285806,121
Ndufb11,NC_086039.1,4124317,4128317,+,0.413562789203085,122
Rgn,NC_086039.1,4188112,4192112,-,0.477056005398111,33
Jade3,NC_086039.1,4422164,4426164,-,0.32575533428165,13
Rp2,NC_086039.1,4468200,4472200,-,0.658713986599665,47
Slc9a7,NC_086039.1,4765578,4769578,+,0.877143110735418,98
Chst7,NC_086039.1,4984372,4988372,-,0.91438566993464,183
LOC100359876,NC_086039.1,6633011,6637011,+,0.58046859045505,43
Dipk2b,NC_086039.1,6786387,6790387,+,0.513244239063463,33
Kdm6a,NC_086039.1,7058027,7062027,-,0.0788454193548387,203
Dusp21,NC_086039.1,7069766,7073766,-,0.864006441717791,33
LOC134484144,NC_086039.1,7334768,7338768,+,0.607140285714286,32
Fundc1,NC_086039.1,7664787,7668787,+,0.171924689312345,57
Efhc2,NC_086039.1,7941603,7945603,+,0.76704696969697,41
Ndp,NC_086039.1,8377569,8381569,+,0.664359942528736,46
Maob,NC_086039.1,8488405,8492405,+,0.692351581368602,46
Maoa,NC_086039.1,8679372,8683372,-,0.780331609195402,98
Entr1l3,NC_086039.1,8962296,8966296,+,0.826925876338851,89
Acp1l1,NC_086039.1,10521951,10525951,+,0.473273262032086,24
Cask,NC_086039.1,11570328,11574328,+,0.907706148202494,198
Gpr82,NC_086039.1,11755526,11759526,-,0.787616091205212,29
Gpr34,NC_086039.1,11784640,11788640,-,0.81839991928975,33
Nyx,NC_086039.1,11972716,11976716,-,0.756849704777241,41
Ddx3x,NC_086039.1,12163983,12167983,-,0.0802069327924772,185
LOC134484054,NC_086039.1,12178570,12182570,+,0.794896068012752,26
Usp9x,NC_086039.1,12397780,12401780,-,0.241086350844278,54
Ube2q2l,NC_086039.1,12511479,12515479,-,0.577601185908615,120
LOC134484055,NC_086039.1,12540828,12544828,-,0.744897885835095,31
Fam133bl1,NC_086039.1,12679543,12683543,-,0.765364369956548,37
Med14,NC_086039.1,12707406,12711406,+,0.0779467097798957,145
Cxhxorf38,NC_086039.1,12798935,12802935,+,0.360599816417519,64
Mpc1l,NC_086039.1,12817873,12821873,-,0.861221643286573,48
Atp6ap2,NC_086039.1,12881670,12885670,-,0.602364452071587,99
Bcor,NC_086039.1,13280431,13284431,+,0.194615365287978,182
Rpl37al2,NC_086039.1,13459509,13463509,-,0.858661437908497,36
Mid1ip1,NC_086039.1,14733859,14737859,-,0.532397246696036,141
Tspan7,NC_086039.1,14976627,14980627,-,0.646810392441861,116
4933416E14Rikl,NC_086039.1,15011608,15015608,+,0.695746503244413,29
Otc,NC_086039.1,15200473,15204473,-,0.379348821548822,30
Rpgr,NC_086039.1,15236961,15240961,+,0.422783177570094,80
Srpx,NC_086039.1,15347498,15351498,+,0.420704026294166,55
Sytl5,NC_086039.1,15700660,15704660,-,0.686591505673107,56
H2al3,NC_086039.1,15576405,15580405,-,0.442874537540805,26
H2ap,NC_086039.1,15579030,15583030,-,0.510270674486804,18
Dynlt3,NC_086039.1,15998425,16002425,+,0.632755632754343,58
Cybb,NC_086039.1,16063065,16067065,-,0.44191468401487,39
Xk,NC_086039.1,16143322,16147322,-,0.821958580618385,115
H2al2l,NC_086039.1,16134037,16138037,-,0.585636243093923,48
Lancl3,NC_086039.1,16280425,16284425,-,0.855193448887676,137
Fth1l1,NC_086039.1,16355421,16359421,+,0.686605169628433,57
LOC120099305,NC_086039.1,16424656,16428656,-,0.624264347826087,61
LOC102552474,NC_086039.1,16447978,16451978,-,0.667590431415929,48
Fthl17cl1,NC_086039.1,16473954,16477954,-,0.795584581881533,98
Fthl17b,NC_086039.1,16511865,16515865,+,0.809071151728694,94
Fbxl17l1,NC_086039.1,16588525,16592525,-,0.904951139410188,160
B630019K06Rikl,NC_086039.1,16587604,16591604,+,0.876191201661044,166
Ssx1,NC_086039.1,16610203,16614203,-,0.460954457498272,26
Slc38a5,NC_086039.1,16892470,16896470,-,0.495474278328307,58
Ftsj1,NC_086039.1,16913087,16917087,+,0.273829563668744,57
Porcn,NC_086039.1,16955811,16959811,+,0.626803463687151,79
Ebp,NC_086039.1,16969372,16973372,+,0.667702484472049,85
Tbc1d25,NC_086039.1,16984629,16988629,+,0.561130225887415,85
Rbm3,NC_086039.1,17018863,17022863,+,0.394343628852876,105
Wdr13,NC_086039.1,17032779,17036779,+,0.501412574662056,87
Was,NC_086039.1,17075057,17079057,+,0.79171643663739,32
Suv39h1,NC_086039.1,17091059,17095059,+,0.612865676117775,137
Glod5,NC_086039.1,17143936,17147936,+,0.735351313131313,39
Gata1,NC_086039.1,17191291,17195291,+,0.82852,69
Hdac6,NC_086039.1,17220538,17224538,+,0.531372709163346,98
Eras,NC_086039.1,17243915,17247915,+,0.798987711148649,67
Pcsk1n,NC_086039.1,17253405,17257405,-,0.818215061728395,88
Timm17b,NC_086039.1,17273424,17277424,-,0.526320900409277,97
Pqbp1,NC_086039.1,17273445,17277445,+,0.526320900409277,97
Slc35a2,NC_086039.1,17286928,17290928,-,0.290951179554391,82
Pim2,NC_086039.1,17292778,17296778,-,0.23166242806757,142
Otud5,NC_086039.1,17329257,17333257,-,0.452864261744966,161
Kcnd1,NC_086039.1,17347255,17351255,-,0.581532614884099,65
Gripap1,NC_086039.1,17378626,17382626,-,0.316228200427742,60
Tfe3,NC_086039.1,17412829,17416829,-,0.1732416287304,105
Ccdc120,NC_086039.1,17435219,17439219,+,0.85369976340694,63
Praf2,NC_086039.1,17445950,17449950,-,0.614503232817169,88
Wdr45,NC_086039.1,17452117,17456117,-,0.282766044340723,61
Gpkow,NC_086039.1,17476298,17480298,-,0.313464046973803,71
Magix,NC_086039.1,17494092,17498092,+,0.425551283513976,70
Plp2,NC_086039.1,17504153,17508153,+,0.191901666666667,93
Prickle3,NC_086039.1,17518157,17522157,-,0.563752658662093,77
Syp,NC_086039.1,17534449,17538449,-,0.29795029478458,75
Cacna1f,NC_086039.1,17566308,17570308,-,0.44786619200735,60
Ccdc22,NC_086039.1,17568184,17572184,+,0.291533437826541,54
Foxp3,NC_086039.1,17599181,17603181,-,0.55058864284516,176
Ppp1r3f,NC_086039.1,17579467,17583467,+,0.90455503875969,63
Fusl1,NC_086039.1,17767874,17771874,-,0.785239597315437,76
Usp27x,NC_086039.1,17793506,17797506,+,0.452420862641008,174
Clcn5,NC_086039.1,17855260,17859260,+,0.832111019543208,119
Akap4,NC_086039.1,18115549,18119549,-,0.285717798594848,22
Ccnb3,NC_086039.1,18147915,18151915,+,0.674534619093539,43
Dgkk,NC_086039.1,18383805,18387805,-,0.768381951843171,132
Shroom4,NC_086039.1,18746665,18750665,-,0.831504497586661,113
Crip2l2,NC_086039.1,18763578,18767578,+,0.723445305284762,44
Bmp15,NC_086039.1,18838943,18842943,+,0.662013147178592,47
Nudt11,NC_086039.1,18996587,19000587,+,0.931252798789714,198
Ezhip,NC_086039.1,19041463,19045463,-,0.847101254741757,106
LOC134484128,NC_086039.1,19153977,19157977,-,0.927075158412001,204
LOC120099267,NC_086039.1,19304143,19308143,+,0.7843486260454,69
Smptb,NC_086039.1,19315901,19319901,-,0.825421167484997,67
Btbd35f28,NC_086039.1,19473564,19477564,-,0.703768696047251,57
Btbd35f9,NC_086039.1,19621679,19625679,-,0.623812942191545,53
Mycs,NC_086039.1,19743887,19747887,+,0.8577044245142,100
Spin2bl1,NC_086039.1,19878090,19882090,-,0.839650221347762,68
Spin2b,NC_086039.1,19921341,19925341,+,0.797541719216728,62
Spin2a,NC_086039.1,20847854,20851854,-,0.757274172185431,72
Nbdy,NC_086039.1,20963121,20967121,-,0.718139016963897,62
Kctd12b,NC_086039.1,20987053,20991053,+,0.568479025787966,33
Ubqln2,NC_086039.1,21230228,21234228,-,0.903736986513719,165
Klf8,NC_086039.1,21506720,21510720,-,0.713971076642336,64
RragB,NC_086039.1,21608550,21612550,-,0.756452956989248,73
Foxr2,NC_086039.1,21649791,21653791,-,0.56557650273224,30
