gene	chr	start.x	end.x	log2r	state	i.start	i.end	mean5mC	n_cpg	pstart	pend	meth_flag	cn_state	mechanism	human_symbol	usym	chrom	start.y	end.y	strand	role	is_hcc	n_ctypes	ctypes	n_cohorts
Hoxd13	chr3	41510000	106350000	0.1926	neutral	79978077	79978077	0.269122272336769	204	79976077	79980077	typical	neutral	none	HOXD13	HOXD13	NC_086021.1	79978077	79981393	+	LoF	FALSE	2	BRCA,ESCA	2
Htra2	chr4	115250000	123930000	-0.167	neutral	117117793	117117793	0.132414965986395	165	117115793	117119793	typical	neutral	none	HTRA2	HTRA2	NC_086022.1	117114631	117117793	-	LoF	FALSE	1	BC	1
Id3	chr5	139710000	159130000	-0.4289	loss	153656253	153656253	0.104904938744257	134	153654253	153658253	hypo	loss	het_loss	ID3	ID3	NC_086023.1	153656253	153657860	+	LoF	FALSE	1	DLBCL	1
Ifnar1	chr11	13370000	58150000	0.1644	neutral	44211769	44211769	0.230219825659365	103	44209769	44213769	typical	neutral	none	IFNAR1	IFNAR1	NC_086029.1	44211769	44238206	+	LoF	FALSE	1	MM	1
Ifngr1	chr1	14910000	18690000	-0.0614	neutral	16152811	16152811	0.227183391853932	100	16150811	16154811	typical	neutral	none	IFNGR1	IFNGR1	NC_086019.1	16152811	16171439	+	LoF	FALSE	1	CESC	1
Ing1	chr16	75170000	91441454	-0.1516	neutral	84649498	84649498	0.502454660894661	89	84647498	84651498	typical	neutral	none	ING1	ING1	NC_086034.1	84639378	84649498	-	LoF	FALSE	1	UCEC	1
Irak1	chrX	156130000	157690000	0.5316	gain	156929825	156929825	0.38673160696999	92	156927825	156931825	typical	gain	amplification	IRAK1	IRAK1	NC_086039.1	156919927	156929825	-	LoF	FALSE	1	MM	1
Irf1	chr10	28670000	39930000	-0.1447	neutral	38417935	38417935	0.207155787752135	156	38415935	38419935	typical	neutral	none	IRF1	IRF1	NC_086028.1	38417935	38424946	+	LoF	FALSE	1	MM	1
Irs4	chrX	109550000	111070000	-0.0301	neutral	110148473	110148473	0.876330140485312	180	110146473	110150473	hyper	neutral	promoter_hyper_only	IRS4	IRS4	NC_086039.1	110132490	110148473	-	LoF	FALSE	2	BLCA,PAAD	2
Kdm5c	chrX	20810000	37070000	-0.1035	neutral	24821568	24821568	0.705744014962594	28	24819568	24823568	typical	neutral	none	KDM5C	KDM5C	NC_086039.1	24821568	24866423	+	LoF	FALSE	3	HNSC,MM,RCCC	5
Kdm6a	chrX	4710000	16630000	-0.1155	neutral	7060027	7060027	0.0788454193548387	203	7058027	7062027	hypo	neutral	promoter_hypo_only	KDM6A	KDM6A	NC_086039.1	6920374	7060027	-	LoF	FALSE	15	ALL,BLCA,BRCA,CH,ESCA,HNSC,LUSC,MBL,PAAD,PIA,PRAD,RPC,SCLC,SSCC,ST	39
Klhl6	chr11	89910000	99150000	0.0619	neutral	94475262	94475262	0.867254347826087	42	94473262	94477262	hyper	neutral	promoter_hyper_only	KLHL6	KLHL6	NC_086029.1	94475262	94514653	+	LoF	FALSE	1	NHLY	1
Kmt2b	chr1	92650000	97250000	-0.3971	neutral	94969239	94969239	0.142893331518781	195	94967239	94971239	typical	neutral	none	KMT2B	KMT2B	NC_086019.1	94949144	94969239	-	LoF	FALSE	2	OS,VV	2
Lats1	chr1	3890000	5210000	-0.1512	neutral	3980801	3980801	0.131340773170329	152	3978801	3982801	typical	neutral	none	LATS1	LATS1	NC_086019.1	3980801	4014029	+	LoF	FALSE	5	CESC,COREAD,OV,PAAD,SBCC	5
Lats2	chr15	30430000	37510000	-0.0478	neutral	35992225	35992225	0.0996904178866117	210	35990225	35994225	hypo	neutral	promoter_hypo_only	LATS2	LATS2	NC_086033.1	35940632	35992225	-	LoF	FALSE	3	LUSC,MESO,VV	3
Lox	chr18	45230000	52230000	0.1015	neutral	48175640	48175640	0.230136293755913	152	48173640	48177640	typical	neutral	none	LOX	LOX	NC_086036.1	48162889	48175640	-	LoF	FALSE	1	BC	1
Lpar4	chrX	56890000	85810000	-0.0364	neutral	76106319	76106319	0.667489231401562	41	76104319	76108319	typical	neutral	none	LPAR4	LPAR4	NC_086039.1	76106319	76119807	+	LoF	FALSE	1	HNSC	1
Lztr1	chr11	89910000	99150000	0.0619	neutral	97008127	97008127	0.27274883248731	85	97006127	97010127	typical	neutral	none	LZTR1	LZTR1	NC_086029.1	96991956	97008127	-	LoF	FALSE	5	ALL,GBM,PAAD,PRAD,UCEC	5
Maf	chr19	55090000	66490000	-0.4103	loss	60622145	60622145	0.922732696740205	270	60620145	60624145	hyper	loss	het_loss+hyper (double-hit)	MAF	MAF	NC_086037.1	60259200	60622145	-	LoF	FALSE	1	MM	1
Malt1	chr18	61190000	61250000	0.0359	neutral	61212290	61212290	0.160327141713371	134	61210290	61214290	typical	neutral	none	MALT1	MALT1	NC_086036.1	61212290	61266272	+	LoF	FALSE	1	DLBCL	1
Maml2	chr8	8390000	31990000	0.0283	neutral	18552480	18552480	0.0833526212959948	92	18550480	18554480	hypo	neutral	promoter_hypo_only	MAML2	MAML2	NC_086026.1	18552480	18869923	+	LoF	FALSE	2	AML,LUSC	2
Map2k4	chr10	42690000	61130000	-0.1479	neutral	50947063	50947063	0.138116785056564	128	50945063	50949063	typical	neutral	none	MAP2K4	MAP2K4	NC_086028.1	50842348	50947063	-	LoF	FALSE	4	BRCA,CH,COREAD,PAAD	11
Map2k7	chr12	6630000	8650000	-0.0247	neutral	7389032	7389032	0.170644395410415	110	7387032	7391032	typical	neutral	none	MAP2K7	MAP2K7	NC_086030.1	7389032	7398377	+	LoF	FALSE	1	ST	1
Mb21d2	chr11	83790000	89590000	0.146	neutral	85330526	85330526	0.184838562552951	195	85328526	85332526	typical	neutral	none	MB21D2	MB21D2	NC_086029.1	85330526	85429543	+	LoF	FALSE	3	HNSC,LUAD,LUSC	3
Mef2b	chr16	11210000	20330000	-0.1623	neutral	19305547	19305547	0.729595205992509	53	19303547	19307547	typical	neutral	none	MEF2B	MEF2B	NC_086034.1	19286951	19305547	-	LoF	FALSE	2	DLBCL,NHLY	4
Mga	chr3	126370000	129830000	0.1555	neutral	127300558	127300558	0.805990936329588	31	127298558	127302558	typical	neutral	none	MGA	MGA	NC_086021.1	127300558	127396694	+	LoF	FALSE	2	CLL,LUAD	2
Ncor1	chr10	42690000	61130000	-0.1479	neutral	47641612	47641612	0.0659745706801204	193	47639612	47643612	hypo	neutral	promoter_hypo_only	NCOR1	NCOR1	NC_086028.1	47498852	47641612	-	LoF	FALSE	9	BLCA,BRCA,CH,DLBCL,HNSC,MBL,MESO,PRAD,SCLC	14
Nfkbia	chr6	59910000	91830000	0.0568	neutral	78597307	78597307	0.178311410054988	149	78595307	78599307	typical	neutral	none	NFKBIA	NFKBIA	NC_086024.1	78593844	78597307	-	LoF	FALSE	2	DLBCL,MM	2
Nin	chr6	92070000	105070000	-0.0783	neutral	94363679	94363679	0.299699584807012	187	94361679	94365679	typical	neutral	none	NIN	NIN	NC_086024.1	94261382	94363679	-	LoF	FALSE	4	BRCA,COREAD,MESO,ST	4
Nipbl	chr2	54090000	78870000	0.044	neutral	59314841	59314841	0.764609483488569	41	59312841	59316841	typical	neutral	none	NIPBL	NIPBL	NC_086020.1	59126676	59314841	-	LoF	FALSE	2	ESCA,LGG	2
Nono	chrX	56890000	85810000	-0.0364	neutral	70594116	70594116	0.479464025633557	94	70592116	70596116	typical	neutral	none	NONO	NONO	NC_086039.1	70594116	70611976	+	LoF	FALSE	2	BRCA,CM	2
Npepps	chr10	80950000	83370000	-0.4962	loss	82770363	82770363	0.132152551461685	166	82768363	82772363	typical	loss	het_loss	NPEPPS	NPEPPS	NC_086028.1	82687869	82770363	-	LoF	FALSE	2	AML,LUSC	2
Nprl2	chr8	113090000	117290000	-0.1986	neutral	117094443	117094443	0.438239465271723	99	117092443	117096443	typical	neutral	none	NPRL2	NPRL2	NC_086026.1	117094443	117097639	+	LoF	FALSE	1	PAIS	1
Nrp1	chr19	72610000	74243122	0.0971	neutral	73256557	73256557	0.585063966553436	122	73254557	73258557	typical	neutral	none	NRP1	NRP1	NC_086037.1	73256557	73411705	+	LoF	FALSE	1	AML	1
Nt5c3a	chr4	78110000	99230000	-0.0658	neutral	87534838	87534838	0.139005802968961	98	87532838	87536838	typical	neutral	none	NT5C3A	NT5C3A	NC_086022.1	87491828	87534838	-	LoF	FALSE	1	AML	1
Pbrm1	chr16	5270000	8270000	-0.104	neutral	6219933	6219933	0.0799467815299795	137	6217933	6221933	hypo	neutral	promoter_hypo_only	PBRM1	PBRM1	NC_086034.1	6219933	6319336	+	LoF	FALSE	8	CESC,CH,CM,ESCA,LUAD,RCCC,RPC,UCEC	13
Pcdh17	chr15	58010000	85950000	0.0536	neutral	66631549	66631549	0.0736434580216126	157	66629549	66633549	hypo	neutral	promoter_hypo_only	PCDH17	PCDH17	NC_086033.1	66631549	66725007	+	LoF	FALSE	1	CH	1
Pcmtd1	chr5	5610000	26610000	-0.0116	neutral	17143803	17143803	0.296020943837754	65	17141803	17145803	typical	neutral	none	PCMTD1	PCMTD1	NC_086023.1	17071629	17143803	-	LoF	FALSE	1	AML	1
Phf6	chrX	137550000	138210000	-0.0841	neutral	137576214	137576214	0.447423711189221	131	137574214	137578214	typical	neutral	none	PHF6	PHF6	NC_086039.1	137576214	137619297	+	LoF	FALSE	2	ALL,AML	2
Pik3r1	chr2	30770000	36750000	-0.1373	neutral	34697660	34697660	0.134843280454954	180	34695660	34699660	typical	neutral	none	PIK3R1	PIK3R1	NC_086020.1	34612946	34697660	-	LoF	FALSE	10	ACY,BRCA,CH,GBM,HNSC,LGG,OS,ST,UCEC,UCS	14
Pim1	chr20	5290000	25870000	-0.2982	neutral	7556496	7556496	0.0550521694392042	280	7554496	7558496	hypo	neutral	promoter_hypo_only	PIM1	PIM1	NC_086038.1	7556496	7560747	+	LoF	FALSE	4	DLBCL,LY,MM,NHLY	7
Pml	chr8	64010000	78330000	-0.1382	neutral	67557801	67557801	0.406745193929174	66	67555801	67559801	typical	neutral	none	PML	PML	NC_086026.1	67523164	67557801	-	LoF	FALSE	1	VV	1
Pms2	chr12	14610000	21010000	-0.5066	loss	15814790	15814790	0.129757697947214	106	15812790	15816790	typical	loss	het_loss	PMS2	PMS2	NC_086030.1	15790478	15814790	-	LoF	FALSE	1	PRAD	1
Ppm1d	chr10	65010000	79790000	-0.1331	neutral	70670026	70670026	0.0952632108246481	170	70668026	70672026	hypo	neutral	promoter_hypo_only	PPM1D	PPM1D	NC_086028.1	70670026	70706030	+	LoF	FALSE	3	HGG,PIA,SBCC	3
Ppp3ca	chr2	223130000	229890000	-0.0113	neutral	227839058	227839058	0.0662407511737088	247	227837058	227841058	hypo	neutral	promoter_hypo_only	PPP3CA	PPP3CA	NC_086020.1	227839058	228113560	+	LoF	FALSE	1	ST	1
Ppp6c	chr3	41510000	106350000	0.1926	neutral	43371807	43371807	0.100189356310188	107	43369807	43373807	hypo	neutral	promoter_hypo_only	PPP6C	PPP6C	NC_086021.1	43339521	43371807	-	LoF	FALSE	2	CM,SBCC	5
Prdm1	chr20	46450000	54110000	-0.1886	neutral	49564088	49564088	0.235000128068303	143	49562088	49566088	typical	neutral	none	PRDM1	PRDM1	NC_086038.1	49542465	49564088	-	LoF	FALSE	4	DLBCL,MM,NHLY,PRAD	5
Prf1	chr20	26370000	37890000	-0.1422	neutral	29789040	29789040	0.885223672883788	84	29787040	29791040	hyper	neutral	promoter_hyper_only	PRF1	PRF1	NC_086038.1	29789040	29794550	+	LoF	FALSE	2	NSCLC,ST	2
Prkar1a	chr10	85210000	107290000	-0.3096	neutral	95120537	95120537	0.176929044050448	177	95118537	95122537	typical	neutral	none	PRKAR1A	PRKAR1A	NC_086028.1	95120537	95139028	+	LoF	FALSE	3	ACC,MBL,PIA	4
Prkcd	chr16	5270000	8270000	-0.104	neutral	5806122	5806122	0.172533596837945	152	5804122	5808122	typical	neutral	none	PRKCD	PRKCD	NC_086034.1	5775681	5806122	-	LoF	FALSE	2	DLBCL,NHLY	2
Prr14	chr1	161350000	210610000	-0.1496	neutral	191514428	191514428	0.151598210774675	110	191512428	191516428	typical	neutral	none	PRR14	PRR14	NC_086019.1	191514428	191519805	+	LoF	FALSE	1	THCA	1
Ptch1	chr17	10000	11450000	-0.1793	neutral	1548449	1548449	0.173109113422487	134	1546449	1550449	typical	neutral	none	PTCH1	PTCH1	NC_086035.1	1548449	1613461	+	LoF	FALSE	6	ESCA,MBL,MESO,OS,PIA,SBCC	11
Ptma	chr9	94530000	94650000	-0.737	loss	94624194	94624194	0.0493147395067776	357	94622194	94626194	hypo	loss	het_loss	PTMA	PTMA	NC_086027.1	94624194	94628276	+	LoF	FALSE	1	MGCT	1
Ptpn13	chr14	4210000	20630000	-0.1168	neutral	6587238	6587238	0.139876262882243	175	6585238	6589238	typical	neutral	none	PTPN13	PTPN13	NC_086032.1	6412841	6587238	-	LoF	FALSE	1	BRCA	1
Ptpn14	chr13	87090000	109345143	0.4249	gain	103799473	103799473	0.144397199453552	183	103797473	103801473	typical	gain	amplification	PTPN14	PTPN14	NC_086031.1	103799473	103951708	+	LoF	FALSE	1	SBCC	1
Ptpn6	chr4	154630000	160570000	-0.2723	neutral	159237069	159237069	0.435402308960968	108	159235069	159239069	typical	neutral	none	PTPN6	PTPN6	NC_086022.1	159212320	159237069	-	LoF	FALSE	2	CM,DLBCL	3
Ptprk	chr1	18790000	22470000	0.0105	neutral	19056297	19056297	0.088378216704289	187	19054297	19058297	hypo	neutral	promoter_hypo_only	PTPRK	PTPRK	NC_086019.1	18557091	19056297	-	LoF	FALSE	2	NSCLC,SCLC	2
Ptprt	chr3	166010000	174050000	-0.093	neutral	171707692	171707692	0.185625258552108	193	171705692	171709692	typical	neutral	none	PTPRT	PTPRT	NC_086021.1	170608993	171707692	-	LoF	FALSE	3	ESCA,HNSC,OV	4
Qki	chr1	50350000	52950000	-0.1181	neutral	52935357	52935357	0.0700356022267206	368	52933357	52937357	hypo	neutral	promoter_hypo_only	QKI	QKI	NC_086019.1	52935357	53047338	+	LoF	FALSE	1	CM	1
Rabep1	chr10	42690000	61130000	-0.1479	neutral	56064742	56064742	0.180238550724638	125	56062742	56066742	typical	neutral	none	RABEP1	RABEP1	NC_086028.1	56064742	56168778	+	LoF	FALSE	1	SSCC	1
Rasa1	chr2	14050000	23890000	0.1184	neutral	17676707	17676707	0.144854215698168	175	17674707	17678707	typical	neutral	none	RASA1	RASA1	NC_086020.1	17593136	17676707	-	LoF	FALSE	2	HNSC,LUSC	2
Rasa2	chr8	105630000	108830000	-0.1616	neutral	106116285	106116285	0.149226719853518	176	106114285	106118285	typical	neutral	none	RASA2	RASA2	NC_086026.1	105996797	106116285	-	LoF	FALSE	1	DLBCL	1
Rbm10	chrX	2770000	4590000	-0.0611	neutral	4126060	4126060	0.410406615285806	121	4124060	4128060	typical	neutral	none	RBM10	RBM10	NC_086039.1	4093914	4126060	-	LoF	FALSE	6	BLCA,CH,COREAD,LUAD,NSCLC,PAAD	11
Rbm15	chr2	196850000	201170000	0.503	gain	197642697	197642697	0.157928573229935	199	197640697	197644697	typical	gain	amplification	RBM15	RBM15	NC_086020.1	197634174	197642697	-	LoF	FALSE	1	HNSC	1
Recql4	chr7	95610000	111810000	0.0859	neutral	110311426	110311426	0.25957170855775	124	110309426	110313426	typical	neutral	none	RECQL4	RECQL4	NC_086025.1	110304092	110311426	-	LoF	FALSE	1	ST	1
Rgs7	chr13	87090000	109345143	0.4249	gain	89941082	89941082	0.205178651529835	127	89939082	89943082	typical	gain	amplification	RGS7	RGS7	NC_086031.1	89511492	89941082	-	LoF	FALSE	2	BRCA,LUAD	3
Rnf43	chr10	65010000	79790000	-0.1331	neutral	72958744	72958744	0.788221462264151	40	72956744	72960744	typical	neutral	none	RNF43	RNF43	NC_086028.1	72958744	73034540	+	LoF	FALSE	8	ALL,CH,COREAD,ESCA,PAAD,PRAD,ST,UCEC	17
Rnf6	chr12	13870000	14590000	0.0868	neutral	13929160	13929160	0.335106614420063	85	13927160	13931160	typical	neutral	none	RNF6	RNF6	NC_086030.1	13929160	13940663	+	LoF	FALSE	1	COREAD	1
Rpl10	chr18	10850000	17030000	-0.0425	neutral	15278623	15278623	0.820106145966709	32	15276623	15280623	typical	neutral	none	RPL10	RPL10	NC_086039.1	157205850	157208057	+	LoF	FALSE	2	MM,NHLY	2
Rpl10	chrX	156130000	157690000	0.5316	gain	157205850	157205850	0.390402297702298	84	157203850	157207850	typical	gain	amplification	RPL10	RPL10	NC_086039.1	157205850	157208057	+	LoF	FALSE	2	MM,NHLY	2
Rxra	chr3	20030000	35050000	0.0134	neutral	31387892	31387892	0.138068895417156	248	31385892	31389892	typical	neutral	none	RXRA	RXRA	NC_086021.1	31387892	31474415	+	LoF	FALSE	1	BLCA	3
Sdc4	chr3	166010000	174050000	-0.093	neutral	173592923	173592923	0.27776136425648	110	173590923	173594923	typical	neutral	none	SDC4	SDC4	NC_086021.1	173574239	173592923	-	LoF	FALSE	1	ST	1
Setd1b	chr12	37070000	41730000	-0.4441	loss	39082399	39082399	0.0722559198162455	212	39080399	39084399	hypo	loss	het_loss	SETD1B	SETD1B	NC_086030.1	39056809	39082399	-	LoF	FALSE	3	ESCA,OV,PAAD	3
Sirpa	chr3	130050000	143290000	0.1028	neutral	137272932	137272932	0.230142260579065	154	137270932	137274932	typical	neutral	none	SIRPA	SIRPA	NC_086021.1	137272932	137311279	+	LoF	FALSE	5	AML,CESC,COREAD,HGG,MBL	5
Six1	chr6	92070000	105070000	-0.0783	neutral	97487853	97487853	0.116875821508589	182	97485853	97489853	typical	neutral	none	SIX1	SIX1	NC_086024.1	97482617	97487853	-	LoF	FALSE	1	WT	1
Slc45a3	chr13	31770000	53850000	0.3737	neutral	45959467	45959467	0.224589819739953	157	45957467	45961467	typical	neutral	none	SLC45A3	SLC45A3	NC_086031.1	45959467	45979763	+	LoF	FALSE	1	CM	1
Smad2	chr18	69570000	83910000	-0.1875	neutral	72124792	72124792	0.107622358749314	230	72122792	72126792	hypo	neutral	promoter_hypo_only	SMAD2	SMAD2	NC_086036.1	72124792	72193345	+	LoF	FALSE	2	BRCA,COREAD	4
Smad3	chr8	64010000	78330000	-0.1382	neutral	73132324	73132324	0.066636305732484	196	73130324	73134324	hypo	neutral	promoter_hypo_only	SMAD3	SMAD3	NC_086026.1	73022204	73132324	-	LoF	FALSE	2	COREAD,PAAD	5
Smad4	chr18	69450000	69550000	-1.1966	loss	69549684	69549684	0.762154219948849	35	69547684	69551684	typical	loss	het_loss	SMAD4	SMAD4	NC_086036.1	69518988	69549684	-	LoF	FALSE	9	BRCA,CESC,CH,COREAD,ESCA,HNSC,PAAD,PRAD,ST	29
Smarca1	chrX	125490000	135290000	-0.0306	neutral	131944639	131944639	0.744017863336802	77	131942639	131946639	typical	neutral	none	SMARCA1	SMARCA1	NC_086039.1	131858148	131944639	-	LoF	FALSE	1	PRAD	1
Smarcb1	chr20	5290000	25870000	-0.2982	neutral	12740105	12740105	0.242851160443996	121	12738105	12742105	typical	neutral	none	SMARCB1	SMARCB1	NC_086038.1	12740105	12763054	+	LoF	FALSE	4	ATRT,MBL,NB,PAIS	4
Socs1	chr10	570000	5810000	-0.1216	neutral	5389574	5389574	0.121233615882222	227	5387574	5391574	typical	neutral	none	SOCS1	SOCS1	NC_086028.1	5389574	5391265	+	LoF	FALSE	3	DLBCL,LY,NHLY	5
Sox21	chr15	101250000	107710000	-0.1252	neutral	101703175	101703175	0.102306344669906	258	101701175	101705175	hypo	neutral	promoter_hypo_only	SOX21	SOX21	NC_086033.1	101699580	101703175	-	LoF	FALSE	1	PRAD	1
Sox9	chr10	85210000	107290000	-0.3096	neutral	98305744	98305744	0.190703236484001	235	98303744	98307744	typical	neutral	none	SOX9	SOX9	NC_086028.1	98305744	98311250	+	LoF	FALSE	1	COREAD	3
Stag2	chrX	125490000	135290000	-0.0306	neutral	125839660	125839660	0.463629305038069	169	125837660	125841660	typical	neutral	none	STAG2	STAG2	NC_086039.1	125839660	125971209	+	LoF	FALSE	11	AML,BLCA,EWS,GBM,LUSC,MBL,PIA,RCCC,RPC,SBCC,THCA	17
Stk11	chr7	5670000	18170000	-0.1107	neutral	10241965	10241965	0.070847774750227	222	10239965	10243965	hypo	neutral	promoter_hypo_only	STK11	STK11	NC_086025.1	10225204	10241965	-	LoF	FALSE	4	CESC,CH,LUAD,NSCLC	7
Tbx3	chr12	42310000	43030000	-0.9482	loss	42555490	42555490	0.88695346375882	221	42553490	42557490	hyper	loss	het_loss+hyper (double-hit)	TBX3	TBX3	NC_086030.1	42540378	42555490	-	LoF	FALSE	4	BRCA,COREAD,DLBCL,ESCA	8
Tcirg1	chr1	161350000	210610000	-0.1496	neutral	210568021	210568021	0.4041541287741	76	210566021	210570021	typical	neutral	none	TCIRG1	TCIRG1	NC_086019.1	210556270	210568021	-	LoF	FALSE	1	CM	1
Tec	chr14	30070000	40910000	-0.0713	neutral	35706557	35706557	0.259536435832275	90	35704557	35708557	typical	neutral	none	TEC	TEC	NC_086032.1	35706557	35815563	+	LoF	FALSE	1	UCEC	1
Tet2	chr2	223130000	229890000	-0.0113	neutral	224746819	224746819	0.152684044075558	187	224744819	224748819	typical	neutral	none	TET2	TET2	NC_086020.1	224662654	224746819	-	LoF	FALSE	6	AML,LY,MDPS,NHLY,OS,S	7
Tfap4	chr10	7470000	12330000	-0.2734	neutral	11507242	11507242	0.24592424359969	94	11505242	11509242	typical	neutral	none	TFAP4	TFAP4	NC_086028.1	11507242	11525794	+	LoF	FALSE	2	BLY,NHLY	2
Tgfbr2	chr8	123630000	127550000	-0.2397	neutral	124761741	124761741	0.220421061061061	169	124759741	124763741	typical	neutral	none	TGFBR2	TGFBR2	NC_086026.1	124672677	124761741	-	LoF	FALSE	6	CESC,CH,COREAD,ESCA,HNSC,PAAD	10
Tgif1	chr9	113710000	121764075	-0.0238	neutral	118204354	118204354	0.143243548137846	191	118202354	118206354	typical	neutral	none	TGIF1	TGIF1	NC_086027.1	118194735	118204354	-	LoF	FALSE	1	COREAD	1
Tnfaip3	chr1	14910000	18690000	-0.0614	neutral	15543993	15543993	0.286056251460622	104	15541993	15545993	typical	neutral	none	TNFAIP3	TNFAIP3	NC_086019.1	15528921	15543993	-	LoF	FALSE	2	DLBCL,LY	2
Tnfrsf14	chr5	164610000	172150000	-0.4379	loss	170776749	170776749	0.451019213973799	50	170774749	170778749	typical	loss	het_loss	TNFRSF14	TNFRSF14	NC_086023.1	170768413	170776749	-	LoF	FALSE	3	DLBCL,LY,NHLY	5
Top1	chr3	166010000	174050000	-0.093	neutral	169713195	169713195	0.155850223185818	175	169711195	169715195	typical	neutral	none	TOP1	TOP1	NC_086021.1	169713195	169796330	+	LoF	FALSE	1	SBCC	1
Traf3	chr6	134550000	138530000	-0.4283	loss	136025097	136025097	0.320919458047666	138	136023097	136027097	typical	loss	het_loss	TRAF3	TRAF3	NC_086024.1	136025097	136128363	+	LoF	FALSE	1	MM	1
Ube2a	chrX	111250000	125370000	-0.1141	neutral	120979993	120979993	0.44391962264151	111	120977993	120981993	typical	neutral	none	UBE2A	UBE2A	NC_086039.1	120979993	120990773	+	LoF	FALSE	1	DLBCL	1
Usp44	chr7	29810000	55350000	-0.0011	neutral	30251142	30251142	0.475231389741342	89	30249142	30253142	typical	neutral	none	USP44	USP44	NC_086025.1	30251142	30301185	+	LoF	FALSE	2	SBCC,UCEC	2
Usp9x	chrX	4710000	16630000	-0.1155	neutral	12399780	12399780	0.241086350844278	54	12397780	12401780	typical	neutral	none	USP9X	USP9X	NC_086039.1	12261633	12399780	-	LoF	FALSE	1	HNSC	1
Vhl	chr4	145350000	149210000	-0.169	neutral	148328099	148328099	0.204997957027122	110	148326099	148330099	typical	neutral	none	VHL	VHL	NC_086022.1	148328099	148334992	+	LoF	FALSE	2	RCCC,THYM	5
Was	chrX	16870000	19990000	-0.1599	neutral	17077057	17077057	0.79171643663739	32	17075057	17079057	typical	neutral	none	WAS	WAS	NC_086039.1	17077057	17085802	+	LoF	FALSE	1	MBL	1
Wdr45	chrX	16870000	19990000	-0.1599	neutral	17454117	17454117	0.282766044340723	61	17452117	17456117	typical	neutral	none	WDR45	WDR45	NC_086039.1	17448195	17454117	-	LoF	FALSE	1	BLCA	1
Wrn	chr16	65050000	73170000	-0.0386	neutral	65466552	65466552	0.125643920771965	186	65464552	65468552	typical	neutral	none	WRN	WRN	NC_086034.1	65466552	65602951	+	LoF	FALSE	1	NSPH	1
Wt1	chr3	107370000	123370000	0.2368	neutral	112019721	112019721	0.712312540341172	153	112017721	112021721	typical	neutral	none	WT1	WT1	NC_086021.1	112019721	112068454	+	LoF	FALSE	2	ESCA,PAAD	2
Zcrb1	chr7	122630000	131610000	0.0011	neutral	126418012	126418012	0.143262363685932	161	126416012	126420012	typical	neutral	none	ZCRB1	ZCRB1	NC_086025.1	126404675	126418012	-	LoF	FALSE	1	AML	1
Zeb1	chr17	52450000	70730000	-0.0057	neutral	56811155	56811155	0.090863168012303	254	56809155	56813155	hypo	neutral	promoter_hypo_only	ZEB1	ZEB1	NC_086035.1	56644397	56811155	-	LoF	FALSE	2	MM,NSPH	2
Zfhx3	chr19	47230000	53370000	-0.0944	neutral	52789146	52789146	0.616272873345936	64	52787146	52791146	typical	neutral	none	ZFHX3	ZFHX3	NC_086037.1	52789146	53795664	+	LoF	FALSE	9	BLCA,BRCA,DLBCL,MM,PAAD,PRAD,THYM,UCEC,VV	10
Zfp36l1	chr6	92070000	105070000	-0.0783	neutral	104669815	104669815	0.0459139693910779	246	104667815	104671815	hypo	neutral	promoter_hypo_only	ZFP36L1	ZFP36L1	NC_086024.1	104663396	104669815	-	LoF	FALSE	1	BLCA	1
Zfx	chrX	56890000	85810000	-0.0364	neutral	62847068	62847068	0.513536798427605	200	62845068	62849068	typical	neutral	none	ZFX	ZFX	NC_086039.1	62798483	62847068	-	LoF	FALSE	1	CM	1
Znrf3	chr14	80590000	109084928	-0.0588	neutral	84527465	84527465	0.117182763744428	205	84525465	84529465	typical	neutral	none	ZNRF3	ZNRF3	NC_086032.1	84375668	84527465	-	LoF	FALSE	1	ACC	1
Zrsr2	chrX	20810000	37070000	-0.1035	neutral	34179279	34179279	0.444537748344371	78	34177279	34181279	typical	neutral	none	ZRSR2	ZRSR2	NC_086039.1	34179279	34201989	+	LoF	FALSE	1	AML	1
Zxdb	chrX	56890000	85810000	-0.0364	neutral	63710381	63710381	0.91632612583839	238	63708381	63712381	hyper	neutral	promoter_hyper_only	ZXDB	ZXDB	NC_086039.1	63710381	63716353	+	LoF	FALSE	1	BRCA	1
Abi1	chr17	90050000	90150000	-1.0559	loss	90088002	90088002	0.221637141703674	123	90086002	90090002	typical	loss	het_loss	ABI1	ABI1	NC_086035.1	90006917	90088002	-	ambiguous	FALSE	1	ESCA	1
Acvr1	chr3	41510000	106350000	0.1926	neutral	63506980	63506980	0.179203211528564	193	63504980	63508980	typical	neutral	none	ACVR1	ACVR1	NC_086021.1	63387378	63506980	-	ambiguous	FALSE	2	HGG,UCEC	2
Adgrb1	chr7	95610000	111810000	0.0859	neutral	108293681	108293681	0.42805665220535	187	108291681	108295681	typical	neutral	none	ADGRB1	ADGRB1	NC_086025.1	108293681	108365892	+	ambiguous	FALSE	1	AN	1
Aff3	chr9	44770000	94510000	-0.0019	neutral	48352380	48352380	0.192642426327256	235	48350380	48354380	typical	neutral	none	AFF3	AFF3	NC_086027.1	47894903	48352380	-	ambiguous	FALSE	1	BRCA	1
